ADDR,LAT,LON,HOUSE_ID,ADDRESS,YEAR,LASTUPDATE,SERVICEDATE_START,SERIE,HOUSE_TYPE,CAPFOND,MGMT_COMPANY,MGMT_COMPANY_LINK,AVAR,LEVELS_MAX,LEVELS_MIN,DOORS,ROOM_COUNT,ROOM_COUNT_LIVE,ROOM_COUNT_NONLIVE,AREA,AREA_LIVE,AREA_NONLIVE,AREA_GEN,AREA_LAND,AREA_PARK,CADNO,ENERGY_CLASS,BLAG_PLAYGROUND,BLAG_SPORT,BLAG_OTHER,OTHER
"2-я Владимирская улица, дом 41, корпус 2",55.75206,37.785656,8643784,"г. Москва, ул. Владимирская 2-я, д. 41, к. 2",1964,18.01.2016 в 15:06,01.09.2015,1-515,Многоквартирный дом,На специальном счете у регионального оператора,"ГБУ ""Жилищник района Перово""",http://www.reformagkh.ru/mymanager/profile/8926753/,Нет,5,5,4,80,80,0,3644.50,2493.00,1153.00,9174.00,0.00,Незаполнено,,E,Не имеется,Не имеется,Не заполнено,Не заполнено
"2-я Владимирская улица, дом 50, корпус 1",55.747307,37.785459,7680557,"г. Москва, ул. Владимирская 2-я, д. 50, к. 1",1966,04.03.2016 в 13:45,01.07.2009,1-515,Многоквартирный дом,На счете регионального оператора,"ООО ""УК ЮНИ-ДОМ""",http://www.reformagkh.ru/mymanager/profile/7567428/,Нет,5,5,4,80,80,0,3517.40,2283.80,0.00,1798.20,0.00,0.00,,E,Не имеется,Не имеется,.,.
"2-я Владимирская улица, дом 50, корпус 2",55.747165,37.784632,7680563,"г. Москва, ул. Владимирская 2-я, д. 50, к. 2",1966,04.03.2016 в 13:50,01.01.2010,1-515,Многоквартирный дом,На счете регионального оператора,"ООО ""УК ЮНИ-ДОМ""",http://www.reformagkh.ru/mymanager/profile/7567428/,Нет,5,5,4,80,80,0,3521.80,3522.00,0.00,1743.25,0.00,0.00,,E,Не имеется,Не имеется,.,.
"2-я Владимирская улица, дом 50, корпус 3",55.747003,37.783797,7680576,"г. Москва, ул. Владимирская 2-я, д. 50, к. 3",1979,04.03.2016 в 13:54,01.07.2009,индив.,Многоквартирный дом,На счете регионального оператора,"ООО ""УК ЮНИ-ДОМ""",http://www.reformagkh.ru/mymanager/profile/7567428/,Нет,12,12,1,73,71,2,3525.30,195.00,2124.00,3505.00,0.00,0.00,,E,Не имеется,Не имеется,.,.
"2-я Владимирская улица, дом 9",55.760813,37.77917,7680630,"г. Москва, ул. Владимирская 2-я, д. 9",1960,03.03.2016 в 16:26,01.01.2010,I-511,Многоквартирный дом,На счете регионального оператора,"ООО ""УК ЮНИ-ДОМ""",http://www.reformagkh.ru/mymanager/profile/7567428/,Нет,5,5,4,84,80,4,4084.60,3431.00,645.00,1468.85,0.00,0.00,,D,Не имеется,Не имеется,Не заполнено,Не заполнено
"2-я Владимирская улица, дом 9А",55.761031,37.779925,7680636,"г. Москва, ул. Владимирская 2-я, д. 9А",1961,03.03.2016 в 16:48,01.01.2010,I-511,Многоквартирный дом,На счете регионального оператора,"ООО ""УК ЮНИ-ДОМ""",http://www.reformagkh.ru/mymanager/profile/7567428/,Нет,5,5,4,78,76,2,4041.70,3219.00,823.00,1890.70,0.00,0.00,,D,Не имеется,Не имеется,Не заполнено,Не заполнено
"2-я Владимирская улица, дом 9Б",55.761193,37.780832,7680642,"г. Москва, ул. Владимирская 2-я, д. 9Б",1962,03.03.2016 в 16:52,01.01.2010,I-515,Многоквартирный дом,На счете регионального оператора,"ООО ""УК ЮНИ-ДОМ""",http://www.reformagkh.ru/mymanager/profile/7567428/,Нет,5,5,4,79,77,2,3531.20,3452.00,79.00,1700.30,0.00,0.00,,E,Не имеется,Не имеется,Не заполнено,Не заполнено
"2-я Владимирская улица, дом 9Г",55.761345,37.781641,7680651,"г. Москва, ул. Владимирская 2-я, д. 9Г",1963,03.03.2016 в 16:58,01.01.2010,I-515,Многоквартирный дом,На счете регионального оператора,"ООО ""УК ЮНИ-ДОМ""",http://www.reformagkh.ru/mymanager/profile/7567428/,Нет,5,5,4,81,80,1,3556.70,3536.00,20.00,1796.85,0.00,0.00,,E,Не имеется,Не имеется,Не заполнено,Не заполнено
"2-я Владимирская улица, дом 9Д",55.761685,37.783168,7680658,"г. Москва, ул. Владимирская 2-я, д. 9Д",1958,03.03.2016 в 17:01,01.01.2010,Индивидуальная,Многоквартирный дом,На счете регионального оператора,"ООО ""УК ЮНИ-ДОМ""",http://www.reformagkh.ru/mymanager/profile/7567428/,Нет,5,5,3,46,44,2,2416.50,2345.00,71.00,870.45,0.00,0.00,,E,Не имеется,Не имеется,Не заполнено,Не заполнено
"3-я Владимирская улица, дом 10",55.76053,37.785557,7680672,"г. Москва, ул. Владимирская 3-я, д. 10",1948,04.03.2016 в 16:02,01.01.2010,индив.,Многоквартирный дом,На счете регионального оператора,"ООО ""УК ЮНИ-ДОМ""",http://www.reformagkh.ru/mymanager/profile/7567428/,Нет,3,3,3,26,26,0,1542.20,912.00,0.00,860.61,0.00,0.00,,E,Не имеется,Не имеется,.,.
"3-я Владимирская улица, дом 10А",55.760449,37.784102,7680677,"г. Москва, ул. Владимирская 3-я, д. 10А",1950,04.03.2016 в 16:05,01.01.2010,индив.,Многоквартирный дом,На счете регионального оператора,"ООО ""УК ЮНИ-ДОМ""",http://www.reformagkh.ru/mymanager/profile/7567428/,Нет,3,3,2,18,18,0,1167.60,720.00,0.00,596.30,0.00,0.00,,E,Не имеется,Не имеется,.,.
"3-я Владимирская улица, дом 12, корпус 1",55.760317,37.786159,7680689,"г. Москва, ул. Владимирская 3-я, д. 12, к. 1",1958,02.03.2016 в 11:01,01.01.2010,1-515,Многоквартирный дом,На счете регионального оператора,"ООО ""УК ЮНИ-ДОМ""",http://www.reformagkh.ru/mymanager/profile/7567428/,Нет,5,5,4,58,56,2,3249.60,2568.00,692.00,1442.90,0.00,0.00,,E,Не имеется,Не имеется,Не заполнено,Не заполнено
"3-я Владимирская улица, дом 12, корпус 2",55.7598,37.784614,7680699,"г. Москва, ул. Владимирская 3-я, д. 12, к. 2",1959,02.03.2016 в 11:03,01.01.2010,1-515,Многоквартирный дом,На счете регионального оператора,"ООО ""УК ЮНИ-ДОМ""",http://www.reformagkh.ru/mymanager/profile/7567428/,Нет,5,5,4,80,78,2,3886.20,3134.80,751.40,1851.38,Незаполнено,Незаполнено,,E,Не имеется,Не имеется,Не заполнено,Не заполнено
"3-я Владимирская улица, дом 16",55.759588,37.786734,7680704,"г. Москва, ул. Владимирская 3-я, д. 16",1960,02.03.2016 в 11:06,01.01.2010,индив.,Многоквартирный дом,На счете регионального оператора,"ООО ""УК ЮНИ-ДОМ""",http://www.reformagkh.ru/mymanager/profile/7567428/,Нет,5,5,4,77,74,3,3674.60,3102.10,572.50,1648.95,0.00,0.00,,E,Не имеется,Не имеется,Не заполнено,Не заполнено
"3-я Владимирская улица, дом 17",55.757668,37.789312,8644035,"г. Москва, ул. Владимирская 3-я, д. 17",1967,18.01.2016 в 15:08,01.09.2015,1-515,Многоквартирный дом,На счете регионального оператора,"ГБУ ""Жилищник района Перово""",http://www.reformagkh.ru/mymanager/profile/8926753/,Нет,5,5,4,80,80,0,3538.90,2295.00,1283.00,907.60,0.00,Незаполнено,,E,Не имеется,Не имеется,Не заполнено,Не заполнено
"3-я Владимирская улица, дом 18",55.759106,37.786123,7680708,"г. Москва, ул. Владимирская 3-я, д. 18",1958,02.03.2016 в 11:14,01.01.2010,индив.,Многоквартирный дом,На счете регионального оператора,"ООО ""УК ЮНИ-ДОМ""",http://www.reformagkh.ru/mymanager/profile/7567428/,Нет,5,5,3,31,30,1,3047.70,2687.70,360.00,1354.60,0.00,0.00,,E,Не имеется,Не имеется,Не заполнено,Не заполнено
"3-я Владимирская улица, дом 19",55.757131,37.789627,8644037,"г. Москва, ул. Владимирская 3-я, д. 19",1966,18.01.2016 в 15:10,01.09.2015,1-515,Многоквартирный дом,На специальном счете у регионального оператора,"ГБУ ""Жилищник района Перово""",http://www.reformagkh.ru/mymanager/profile/8926753/,Нет,5,5,4,80,80,0,3549.30,2300.00,1249.00,910.00,0.00,Незаполнено,,E,Не имеется,Не имеется,Не заполнено,Не заполнено
"3-я Владимирская улица, дом 25, корпус 2",55.75553,37.791459,8644049,"г. Москва, ул. Владимирская 3-я, д. 25, к. 2",1964,18.01.2016 в 15:33,01.09.2015,1-515,Многоквартирный дом,На счете регионального оператора,"ГБУ ""Жилищник района Перово""",http://www.reformagkh.ru/mymanager/profile/8926753/,Нет,5,5,10,200,200,0,8744.00,6165.00,957.00,0.00,0.00,0.00,,E,Не имеется,Не имеется,Не заполнено,Не заполнено
"3-я Владимирская улица, дом 25, корпус 3",55.756254,37.792214,8644051,"г. Москва, ул. Владимирская 3-я, д. 25, к. 3",1968,18.01.2016 в 15:35,01.09.2015,1-515,Многоквартирный дом,На счете регионального оператора,"ГБУ ""Жилищник района Перово""",http://www.reformagkh.ru/mymanager/profile/8926753/,Нет,5,5,4,80,80,0,3523.50,2392.00,368.00,0.00,0.00,0.00,,E,Не имеется,Не имеется,Не заполнено,Не заполнено
"3-я Владимирская улица, дом 25, корпус 4",55.755743,37.792528,8644053,"г. Москва, ул. Владимирская 3-я, д. 25, к. 4",1967,18.01.2016 в 15:38,01.09.2015,1-515,Многоквартирный дом,На счете регионального оператора,"ГБУ ""Жилищник района Перово""",http://www.reformagkh.ru/mymanager/profile/8926753/,Нет,5,5,4,80,80,0,3509.20,2376.00,358.00,0.00,0.00,0.00,,E,Не имеется,Не имеется,Не заполнено,Не заполнено
"3-я Владимирская улица, дом 25, корпус 5",55.755236,37.792825,8644055,"г. Москва, ул. Владимирская 3-я, д. 25, к. 5",1966,18.01.2016 в 15:39,01.09.2015,1-515,Многоквартирный дом,На счете регионального оператора,"ГБУ ""Жилищник района Перово""",http://www.reformagkh.ru/mymanager/profile/8926753/,Нет,5,5,4,80,80,0,3526.40,2361.00,359.00,0.00,0.00,0.00,,E,Не имеется,Не имеется,Не заполнено,Не заполнено
"3-я Владимирская улица, дом 26, корпус 1",55.755581,37.788701,9079914,"г. Москва, ул. Владимирская 3-я, д. 26, к. 1",1967,18.01.2016 в 11:17,01.09.2015,1-515,Многоквартирный дом,Не определен,"ГБУ ""Жилищник района Перово""",http://www.reformagkh.ru/mymanager/profile/8926753/,Нет,5,5,4,80,80,0,14865.00,3529.00,2290.00,909.30,0.00,0.00,,E,Не имеется,Не имеется,0,Не заполнено
"3-я Владимирская улица, дом 26, корпус 2",55.754872,37.787938,8644058,"г. Москва, ул. Владимирская 3-я, д. 26, к. 2",1965,18.01.2016 в 15:41,01.09.2015,1-515,Многоквартирный дом,На специальном счете у регионального оператора,"ГБУ ""Жилищник района Перово""",http://www.reformagkh.ru/mymanager/profile/8926753/,Нет,5,5,10,200,200,0,8944.10,6049.00,2896.00,22827.00,0.00,Незаполнено,,E,Имеется,Не имеется,Не заполнено,Не заполнено
